customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
f178c1827f67a8467b0385b7378d951a,9d9ab3b77f0416765b3fbedf94a942a4,12070,taubate,SP
0bf19317b1830a69e55b40710576aa7a,5ddb4fdd9cef2450d17ae20639815885,13218,jundiai,SP
8644be24d48806bc3a88fd59fb47ceb1,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF
3391c4bc11a817e7973e498b0b023158,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP
fee181bf648906d1c57f84f216976286,4754e3b66497719a91b36268ed9c5718,13760,tapiratiba,SP
74805bc388861fa350ed2fade8444e0b,5d710d9a48ebb7fe5ffc2940ff29f346,38401,uberlandia,MG
6772a0a230a2667d16c3620f000e1348,c7a9a76a4b24a7e7b2caff982409b7ee,58600,santa luzia,PB
4632eb5a8f175f6fe020520ae0c678f3,6da92ae920ab16fc4eceb8fcd7bd43ce,8280,sao paulo,SP
d9ef95f98d8da3b492bb8c0447910498,a2649503b92028291f011a976619b322,26572,mesquita,RJ
059f7fc5719c7da6cbafe370971a8d70,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP
ddaff536587109b89777e0353215e150,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ
dd5095632e3953fc0947b8ab5176b0be,da45a9a1df408c39f013b9b0b505042c,70680,brasilia,DF
df9b032b2ad0fd6bf37dfb48e5f83845,410979f3cfd34e467d4fad78bd0f0219,89440,irineopolis,SC
684fa6da5134b9e4dab731e00011712d,ddf60e20e6e262e2136801ce5cd628b0,49030,aracaju,SE
2b56e94c2f66f2d97cfa63356f69cee8,cc1a30280651daf2d918ed7868575771,95270,flores da cunha,RS
9f6618c17568ac301465fe7ad056c674,e3bcfea9bab07b492391664fc1ffc28a,44180,antonio cardoso,BA
29cb486c739f9774c8eb542e07b56cd2,2ae3c67452283d5a0d30b32e0d33296e,71505,brasilia,DF
5f16605299d698660e0606f7eae2d2f9,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO
f88197465ea7920adcdbec7375364d82,7c142cf63193a1473d2e66489a9ae977,59296,sao goncalo do amarante,RN
5dda11942d4f77bee3a46d71e442aec4,6a0e43f0d7e1b5539e4c58a26ebe35da,46740,boninal,BA
a90391a47de936d56c66a5366cba1462,32de2a7a93dbfc527b3f584744b9c6ce,37310,bom jardim de minas,MG
9916715c2ab6ee1710c9c32f0a534ad2,bf0303939d54b8df5da4762bbaab1955,22631,rio de janeiro,RJ
636e15840ab051faa13d3f781b6e4233,65e5aaf9f721945f29cdba45c206cb83,14090,ribeirao preto,SP
8ab97904e6daea8866dbdbc4fb7aad2c,72632f0f9dd73dfee390c9b22eb56dd6,9195,santo andre,SP
388025bec8128ff20ec1a316ed4dcf02,f9effeed3df9ae063a58c0759b96f8b2,85804,cascavel,PR
c7340080e394356141681bd4c9b8fe31,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP
503740e9ca751ccdda7ba28e9ab8f608,80bb27c7c16e8f973207a5086ab329e2,86320,congonhinhas,PR
816f8653d5361cbf94e58c33f2502a5c,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP
9ef432eb6251297304e76186b10a928d,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP
68451b39b1314302c08c65a29f1140fc,781ae350edb16842380e81d7c7feb431,20740,rio de janeiro,RJ
b673f0597cb0c4d12778f731045f361a,04e495a3f45df8b41be2e934bbc16961,94055,gravatai,RS
3a897024068ed42a183de61d5727d866,adeefbe14d26d3bf90facfeaae35d605,4845,sao paulo,SP
52142aa69d8d0e1247ab0cada0f76023,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE
55e6b290205c84ddd23ddf5eb134efd4,7f2eb9cf900070f2e7a7f0e95719f85b,13145,paulinia,SP
ed0271e0b7da060a393796590e7b737a,36edbb3fb164b1f16485364b6fb04c73,98900,santa rosa,RS
a9d37ddc8ba4d9f6dbac7d8ec378cc95,3c0402bcc3ec3b33fc4430eb6c08720a,89225,joinville,SC
b0830fb4747a6c6d20dea0b8c802d7ef,af07308b275d755c9edb36a90c618231,47813,barreiras,BA
bb2f5e670f7155dc622c57e4b31d0a69,31b8fa2573bde01af4737e8ed29c348b,2346,sao paulo,SP
756fb9391752dad934e0fe3733378e57,394b2ce444baae9ae609f5d32000de0f,47850,luis eduardo magalhaes,BA
5bb39c890c91b1d26801aa19a9336eac,a71cac9f356cfeb9db35061020806212,2407,sao paulo,SP
7e20bf5ca92da68200643bda76c504c6,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA
2a1dfb647f32f4390e7b857c67458536,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE
cce89a605105b148387c52e286ac8335,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP
738b086814c6fcc74b8cc583f8516ee3,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ
81e08b08e5ed4472008030d70327c71f,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG
911e4c37f5cafe1604fe6767034bf1ae,51838d41add414a0b1b989b7d251d9ee,13068,campinas,SP
f26a435864aebedff7f7c84f82ee229f,bb4d84a2b45b22ed710ac8c0dec63d1a,8552,poa,SP
9bdf08b4b3b52b5526ff42d37d47f222,932afa1e708222e5821dac9cd5db4cae,26525,nilopolis,RJ
64fb950e760ec8b0db79154a1fa9c1bf,b11b7871c2b8be2d11fab954f58542f2,18017,sorocaba,SP
bf141bf67fbe428d558bcf0e018eab60,c756e1910755edd88c00ac3f46baba4b,31255,belo horizonte,MG
3135962ee745ef39b85576df7ddbaa99,00b2ca23369b68c4d4105ecea9c0cb93,62970,alto santo,CE
1833a0540067becaf59368fe4cd4303a,ca73adc05ad5d0d880de79b5ea3253b3,4053,sao paulo,SP
7f2178c5d771e17f507d3c1637339298,12e7a2c201751ddc979e7a45cef500f3,1038,sao paulo,SP
c622b892a190735ef81c0087973fa16d,439ced9aafa171a1ac88efa951c7db0a,85618,flor da serra do sul,PR
79183cd650e2bb0d475b0067d45946ac,c77154776ead8e798c2d684205938f71,90620,porto alegre,RS
332df68ccac2f2f7d9e11299188f8bce,bb7ef994cc22b1fc694ac59fb377b824,39135,presidente kubitschek,MG
a166da34890074091a942054b36e4265,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC
f5afca14dfa9dc64251cf2b45c54c363,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ
31ad1d1b63eb9962463f764d4e6e0c9d,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP
7711cf624183d843aafe81855097bc37,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP
72ae281627a6102d9b3718528b420f8a,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP
12fd2740039676063a874b9567dfa651,372e0fc66eacb8698e4f9997d366d961,12230,sao jose dos campos,SP
19402a48fe860416adf93348aba37740,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP
9b18f3fc296990b97854e351334a32f6,b2cac0b16835dabf811b204127f58afa,6330,carapicuiba,SP
05e996469a2bf9559c7122b87e156724,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS
2932d241d1f31e6df6c701d52370ae02,f7603d34c795584792a484186233e6e5,3942,sao paulo,SP
93ada7a24817edda9f4ab998fa823d16,cd148470c375939669971e8a032b16b4,14091,ribeirao preto,SP
